node1,node2,time
107,232,184
107,236,184
112,114,184
118,223,184
121,205,184
126,156,184
128,213,184
131,208,184
131,216,184
143,224,184
153,160,184
155,164,184
155,173,184
156,163,184
160,167,184
187,192,184
208,216,184
217,224,184
224,228,184
2,4,185
5,9,185
5,196,185
9,196,185
22,40,185
30,32,185
34,47,185
37,47,185
37,120,185
37,190,185
38,45,185
38,49,185
45,49,185
45,51,185
46,48,185
47,120,185
47,190,185
48,201,185
49,51,185
49,120,185
50,190,185
57,58,185
57,69,185
58,110,185
61,67,185
67,122,185
79,84,185
97,99,185
98,112,185
99,170,185
99,241,185
100,112,185
107,236,185
112,115,185
115,236,185
118,223,185
119,217,185
120,190,185
121,205,185
126,156,185
131,208,185
131,216,185
143,224,185
147,161,185
155,164,185
156,174,185
217,224,185
224,228,185
2,4,186
9,196,186
19,26,186
34,47,186
37,201,186
40,68,186
41,94,186
42,71,186
45,51,186
46,48,186
46,201,186
47,50,186
47,120,186
47,190,186
48,201,186
58,110,186
79,84,186
86,199,186
95,232,186
96,108,186
97,116,186
98,112,186
99,241,186
100,113,186
103,113,186
115,236,186
118,145,186
118,223,186
119,217,186
120,201,186
121,205,186
126,156,186
131,208,186
131,216,186
147,161,186
158,173,186
160,168,186
167,168,186
178,195,186
206,231,186
208,216,186
224,228,186
5,17,187
9,196,187
30,32,187
32,33,187
34,53,187
37,52,187
38,41,187
38,45,187
45,51,187
46,48,187
46,201,187
48,201,187
50,53,187
57,58,187
58,110,187
59,110,187
79,84,187
96,108,187
97,99,187
98,105,187
109,147,187
118,145,187
118,223,187
121,205,187
126,156,187
131,208,187
131,216,187
145,221,187
145,223,187
149,189,187
150,219,187
153,160,187
167,168,187
191,218,187
208,216,187
224,228,187
30,62,188
34,47,188
37,45,188
37,51,188
47,52,188
50,53,188
52,201,188
53,180,188
57,58,188
74,225,188
79,84,188
86,199,188
96,108,188
106,232,188
107,232,188
107,236,188
108,113,188
119,217,188
126,156,188
131,208,188
145,221,188
150,219,188
153,160,188
155,164,188
224,228,188
2,4,189
3,30,189
8,17,189
10,40,189
22,40,189
30,62,189
34,180,189
37,48,189
37,180,189
45,52,189
46,48,189
46,201,189
49,50,189
49,53,189
52,201,189
54,94,189
58,117,189
65,127,189
79,84,189
96,108,189
97,99,189
97,116,189
99,241,189
107,232,189
107,236,189
108,113,189
112,236,189
118,223,189
119,217,189
126,156,189
131,208,189
145,221,189
149,189,189
150,219,189
155,164,189
185,194,189
208,216,189
219,227,189
224,228,189
6,20,190
7,23,190
22,40,190
30,32,190
30,62,190
34,51,190
34,55,190
34,201,190
37,47,190
37,51,190
37,190,190
38,46,190
38,54,190
41,54,190
41,55,190
46,201,190
47,52,190
47,190,190
49,50,190
49,53,190
49,120,190
51,190,190
54,55,190
55,120,190
58,117,190
60,124,190
61,64,190
64,110,190
64,136,190
67,136,190
95,232,190
97,99,190
97,116,190
98,112,190
99,241,190
103,113,190
107,112,190
107,232,190
108,113,190
118,145,190
118,223,190
119,217,190
121,212,190
126,156,190
126,174,190
131,208,190
131,216,190
145,221,190
150,213,190
155,164,190
156,174,190
166,167,190
167,168,190
208,216,190
8,17,191
11,29,191
19,26,191
22,68,191
30,32,191
30,62,191
34,41,191
38,46,191
38,48,191
45,51,191
46,48,191
46,201,191
49,53,191
49,180,191
56,66,191
57,60,191
58,117,191
61,64,191
61,67,191
70,110,191
79,84,191
97,147,191
98,112,191
99,241,191
102,105,191
107,232,191
118,223,191
119,217,191
126,156,191
131,208,191
131,216,191
132,149,191
150,213,191
155,164,191
156,174,191
163,174,191
167,168,191
186,209,191
208,216,191
224,228,191
7,18,192
7,23,192
7,26,192
8,17,192
11,29,192
16,52,192
21,120,192
24,38,192
29,39,192
30,62,192
30,72,192
34,38,192
37,47,192
37,120,192
45,51,192
45,190,192
47,120,192
49,50,192
50,53,192
55,201,192
56,66,192
58,117,192
79,84,192
79,231,192
97,116,192
98,105,192
99,170,192
99,241,192
101,196,192
115,236,192
116,147,192
119,217,192
121,212,192
126,156,192
128,213,192
131,208,192
131,216,192
132,149,192
143,216,192
150,213,192
155,164,192
156,174,192
163,174,192
224,228,192
1,39,193
5,196,193
7,23,193
7,24,193
7,201,193
10,26,193
11,29,193
18,24,193
19,53,193
22,68,193
23,48,193
29,39,193
30,62,193
34,38,193
37,47,193
37,52,193
37,180,193
37,190,193
38,201,193
40,68,193
44,49,193
45,51,193
45,201,193
47,49,193
47,120,193
48,201,193
49,52,193
49,53,193
52,120,193
52,180,193
56,73,193
58,69,193
58,117,193
59,64,193
70,110,193
77,84,193
79,84,193
86,199,193
89,91,193
93,217,193
99,170,193
100,112,193
103,113,193
105,112,193
106,107,193
107,232,193
116,147,193
119,217,193
120,180,193
120,190,193
121,212,193
128,213,193
131,208,193
133,148,193
134,148,193
134,198,193
141,233,193
143,216,193
145,221,193
150,213,193
155,164,193
155,173,193
164,181,193
191,194,193
224,228,193
8,196,194
10,26,194
23,34,194
23,201,194
26,38,194
26,68,194
34,201,194
37,120,194
38,68,194
46,54,194
47,50,194
47,120,194
50,180,194
51,190,194
54,68,194
68,94,194
71,101,194
77,84,194
86,204,194
97,116,194
98,112,194
99,170,194
105,112,194
107,232,194
107,236,194
119,217,194
121,212,194
131,208,194
133,148,194
134,198,194
143,216,194
145,221,194
185,191,194
187,218,194
224,228,194
10,23,195
10,26,195
10,39,195
11,29,195
11,53,195
17,24,195
22,38,195
22,68,195
23,26,195
26,38,195
29,36,195
29,53,195
34,48,195
35,38,195
35,39,195
35,68,195
37,52,195
37,120,195
37,190,195
40,46,195
40,54,195
45,51,195
46,54,195
47,49,195
47,52,195
47,180,195
49,50,195
50,53,195
52,120,195
59,64,195
60,138,195
70,110,195
77,83,195
77,84,195
86,204,195
89,206,195
94,201,195
97,116,195
98,112,195
99,170,195
99,241,195
100,112,195
107,232,195
118,223,195
119,217,195
120,180,195
121,212,195
123,210,195
128,213,195
131,208,195
133,171,195
143,216,195
150,213,195
163,167,195
167,168,195
217,224,195
224,228,195
1,26,196
1,29,196
1,35,196
2,4,196
4,16,196
7,23,196
7,26,196
7,29,196
11,38,196
18,24,196
18,44,196
21,44,196
23,26,196
23,35,196
35,36,196
37,51,196
37,190,196
39,40,196
45,51,196
46,54,196
49,50,196
49,52,196
51,190,196
52,120,196
52,180,196
58,117,196
65,124,196
67,117,196
77,84,196
96,147,196
97,116,196
98,112,196
99,170,196
107,232,196
118,223,196
120,180,196
121,212,196
126,156,196
131,208,196
135,189,196
150,219,196
155,164,196
167,168,196
185,194,196
224,228,196
1,22,197
2,4,197
4,16,197
7,10,197
7,23,197
7,26,197
8,17,197
8,18,197
8,24,197
8,44,197
10,23,197
10,26,197
10,29,197
11,12,197
11,68,197
12,22,197
14,33,197
17,18,197
17,44,197
18,24,197
23,26,197
24,44,197
29,35,197
34,201,197
35,36,197
37,51,197
38,39,197
38,46,197
39,40,197
47,49,197
47,50,197
47,180,197
49,50,197
49,94,197
50,94,197
52,120,197
52,180,197
58,59,197
59,136,197
67,136,197
70,110,197
79,84,197
79,231,197
98,112,197
118,223,197
119,217,197
121,212,197
123,145,197
123,210,197
124,140,197
145,221,197
149,189,197
155,164,197
188,218,197
209,215,197
224,228,197
1,22,198
2,4,198
7,10,198
7,12,198
7,23,198
7,26,198
8,17,198
8,18,198
8,24,198
8,44,198
10,26,198
12,23,198
17,18,198
17,24,198
18,24,198
23,26,198
24,44,198
29,68,198
30,72,198
34,35,198
34,201,198
35,68,198
36,53,198
37,45,198
37,190,198
38,46,198
38,54,198
42,44,198
42,71,198
45,51,198
46,54,198
47,52,198
47,180,198
48,51,198
48,190,198
49,50,198
52,120,198
52,180,198
59,64,198
60,138,198
64,136,198
70,110,198
77,230,198
78,239,198
79,84,198
83,84,198
93,123,198
94,201,198
97,116,198
98,105,198
100,147,198
103,111,198
106,112,198
106,115,198
112,115,198
118,223,198
120,180,198
123,145,198
123,210,198
131,208,198
131,216,198
206,229,198
224,228,198
1,12,199
2,4,199
7,10,199
7,23,199
7,26,199
8,17,199
10,23,199
10,26,199
23,26,199
37,45,199
37,120,199
37,190,199
46,51,199
46,54,199
47,49,199
47,180,199
48,51,199
49,50,199
50,53,199
52,120,199
52,180,199
64,136,199
70,110,199
79,84,199
96,108,199
96,111,199
98,100,199
98,112,199
106,112,199
108,111,199
112,115,199
116,147,199
118,223,199
119,128,199
119,217,199
120,180,199
121,205,199
123,145,199
128,213,199
139,221,199
139,227,199
145,216,199
163,167,199
163,168,199
167,168,199
206,229,199
221,227,199
224,228,199
1,11,200
1,22,200
1,29,200
1,68,200
2,4,200
3,32,200
5,28,200
7,10,200
7,12,200
9,35,200
10,23,200
10,26,200
11,29,200
11,68,200
12,22,200
12,29,200
12,51,200
13,30,200
13,62,200
14,33,200
14,72,200
21,71,200
22,29,200
24,44,200
30,62,200
33,72,200
34,48,200
34,201,200
37,190,200
45,48,200
45,190,200
45,201,200
47,180,200
48,201,200
49,50,200
49,53,200
49,180,200
50,53,200
52,120,200
52,180,200
59,64,200
64,136,200
79,84,200
86,199,200
93,221,200
98,112,200
99,170,200
99,241,200
107,161,200
112,115,200
116,147,200
118,223,200
119,128,200
119,217,200
120,180,200
123,145,200
123,210,200
134,211,200
150,213,200
150,219,200
157,179,200
163,168,200
166,168,200
167,168,200
224,228,200
3,33,201
4,16,201
7,23,201
7,26,201
8,17,201
8,39,201
9,35,201
11,68,201
12,23,201
12,26,201
13,30,201
13,62,201
14,33,201
17,18,201
17,24,201
17,39,201
22,68,201
23,26,201
30,62,201
32,72,201
33,72,201
34,201,201
37,49,201
39,44,201
45,48,201
45,190,201
45,201,201
47,49,201
47,180,201
48,201,201
49,52,201
49,180,201
50,52,201
50,53,201
50,180,201
52,120,201
52,180,201
59,136,201
64,136,201
74,225,201
79,84,201
83,206,201
93,216,201
95,232,201
96,112,201
97,116,201
98,112,201
99,241,201
100,112,201
102,105,201
107,115,201
112,115,201
116,147,201
118,223,201
119,217,201
121,205,201
123,145,201
128,213,201
131,221,201
134,198,201
143,224,201
150,213,201
150,219,201
167,168,201
224,228,201
1,7,202
1,12,202
1,26,202
2,4,202
3,62,202
4,16,202
7,23,202
7,26,202
9,35,202
11,22,202
11,68,202
12,22,202
12,23,202
13,32,202
22,29,202
22,68,202
23,26,202
24,39,202
28,71,202
29,68,202
30,62,202
34,46,202
34,201,202
37,45,202
37,190,202
45,120,202
45,190,202
46,54,202
46,94,202
47,49,202
52,120,202
60,138,202
64,67,202
64,136,202
74,225,202
79,84,202
83,206,202
86,204,202
97,99,202
97,116,202
98,112,202
99,170,202
106,232,202
112,115,202
115,116,202
116,147,202
118,223,202
123,145,202
131,221,202
134,198,202
167,168,202
172,211,202
178,195,202
188,218,202
209,215,202
224,228,202
1,10,203
2,4,203
2,16,203
2,44,203
4,16,203
4,39,203
4,44,203
7,23,203
7,26,203
10,12,203
10,26,203
11,12,203
11,22,203
12,22,203
12,23,203
16,44,203
17,21,203
17,35,203
18,24,203
29,68,203
30,33,203
30,62,203
34,46,203
34,51,203
34,201,203
37,51,203
37,120,203
37,190,203
39,44,203
45,190,203
46,54,203
49,52,203
49,180,203
50,53,203
52,120,203
52,180,203
60,138,203
64,67,203
64,136,203
74,225,203
83,206,203
89,91,203
97,170,203
98,112,203
99,170,203
107,161,203
112,115,203
118,223,203
121,212,203
131,221,203
155,173,203
162,166,203
163,167,203
163,174,203
167,168,203
188,218,203
209,215,203
224,228,203
1,7,204
2,4,204
2,16,204
5,71,204
7,12,204
7,23,204
8,44,204
10,29,204
11,29,204
11,68,204
13,35,204
14,72,204
16,42,204
22,26,204
26,29,204
29,68,204
30,62,204
32,62,204
39,44,204
46,54,204
50,53,204
52,180,204
60,138,204
64,67,204
64,136,204
79,84,204
83,206,204
97,116,204
98,112,204
106,147,204
107,236,204
112,115,204
113,147,204
118,223,204
121,205,204
123,205,204
128,213,204
134,198,204
166,167,204
188,218,204
217,224,204
224,228,204
232,236,204
1,10,205
1,12,205
1,22,205
2,4,205
5,21,205
10,12,205
11,29,205
11,68,205
13,35,205
21,42,205
22,29,205
29,68,205
30,32,205
30,62,205
32,62,205
33,39,205
33,71,205
44,72,205
46,54,205
60,138,205
64,67,205
64,136,205
74,225,205
79,84,205
79,206,205
96,109,205
97,99,205
97,116,205
99,241,205
100,109,205
100,112,205
100,113,205
107,161,205
107,236,205
119,217,205
121,205,205
124,140,205
134,198,205
155,173,205
156,163,205
166,167,205
178,195,205
197,222,205
214,218,205
216,221,205
224,228,205
2,16,206
4,30,206
4,62,206
7,23,206
9,13,206
10,26,206
10,68,206
11,26,206
11,68,206
13,35,206
30,62,206
32,42,206
33,39,206
46,54,206
47,53,206
47,120,206
49,50,206
49,53,206
50,53,206
52,180,206
53,180,206
59,138,206
64,67,206
64,136,206
70,110,206
79,84,206
79,206,206
106,232,206
107,232,206
107,236,206
108,111,206
110,138,206
113,147,206
115,236,206
116,232,206
121,205,206
131,208,206
136,138,206
149,171,206
155,173,206
163,167,206
167,168,206
192,214,206
197,222,206
4,30,207
4,62,207
7,23,207
9,13,207
9,35,207
10,12,207
11,68,207
13,35,207
14,72,207
22,189,207
30,62,207
32,42,207
33,40,207
37,51,207
37,190,207
38,46,207
38,120,207
52,180,207
59,138,207
61,64,207
61,67,207
63,65,207
64,110,207
79,84,207
83,206,207
84,206,207
103,111,207
105,232,207
118,223,207
121,205,207
163,167,207
163,174,207
167,168,207
191,194,207
197,222,207
2,16,208
3,21,208
4,36,208
5,24,208
9,13,208
9,30,208
10,22,208
12,22,208
12,29,208
12,68,208
13,35,208
14,72,208
22,68,208
24,39,208
24,71,208
29,68,208
30,32,208
32,42,208
32,48,208
37,190,208
39,71,208
46,54,208
46,201,208
49,51,208
49,190,208
50,120,208
52,180,208
58,117,208
59,64,208
59,136,208
61,64,208
64,136,208
79,84,208
96,109,208
96,113,208
97,99,208
98,112,208
99,241,208
100,113,208
106,232,208
107,232,208
118,223,208
121,205,208
143,217,208
148,149,208
153,160,208
156,174,208
159,198,208
164,179,208
164,181,208
167,168,208
191,194,208
197,222,208
206,231,208
214,218,208
1,22,209
1,68,209
2,16,209
2,36,209
3,21,209
9,30,209
9,62,209
10,22,209
10,26,209
10,68,209
12,68,209
13,35,209
14,72,209
22,26,209
26,68,209
30,32,209
30,37,209
30,62,209
32,42,209
34,46,209
34,48,209
37,49,209
37,190,209
46,48,209
46,54,209
46,201,209
48,54,209
48,201,209
49,51,209
58,117,209
59,64,209
59,136,209
61,67,209
64,67,209
79,84,209
94,101,209
97,116,209
99,241,209
100,113,209
107,232,209
107,236,209
117,124,209
118,223,209
121,205,209
123,145,209
124,140,209
131,221,209
134,198,209
155,173,209
163,167,209
167,168,209
197,222,209
208,216,209
214,218,209
217,224,209
224,228,209
1,22,210
2,4,210
2,16,210
2,36,210
4,36,210
8,17,210
8,54,210
9,30,210
9,62,210
10,22,210
10,26,210
13,35,210
14,33,210
14,72,210
17,33,210
17,72,210
18,38,210
18,72,210
22,26,210
24,39,210
28,40,210
30,37,210
30,62,210
32,42,210
33,39,210
37,51,210
40,51,210
50,120,210
52,180,210
58,117,210
67,122,210
95,232,210
97,116,210
99,241,210
100,113,210
105,232,210
106,232,210
107,115,210
115,236,210
117,124,210
118,223,210
119,217,210
121,212,210
131,216,210
134,198,210
141,171,210
145,221,210
153,156,210
156,163,210
156,174,210
163,167,210
163,174,210
167,168,210
191,194,210
197,222,210
210,224,210
214,218,210
224,228,210
2,4,211
2,36,211
2,44,211
4,36,211
9,30,211
9,62,211
10,26,211
11,29,211
13,35,211
14,17,211
14,72,211
18,33,211
24,39,211
28,71,211
30,62,211
32,42,211
34,201,211
36,44,211
38,50,211
38,120,211
46,54,211
50,120,211
52,180,211
54,201,211
57,58,211
58,117,211
58,127,211
59,64,211
61,67,211
65,127,211
67,140,211
75,242,211
97,99,211
97,116,211
100,113,211
110,138,211
115,232,211
118,223,211
119,217,211
121,212,211
124,140,211
128,213,211
131,208,211
131,216,211
134,198,211
139,227,211
149,172,211
150,219,211
156,163,211
167,168,211
197,222,211
208,216,211
214,218,211
1,17,212
2,4,212
3,71,212
4,36,212
7,23,212
8,72,212
9,30,212
9,62,212
12,23,212
13,35,212
14,44,212
14,72,212
18,24,212
18,44,212
24,44,212
30,62,212
32,42,212
34,46,212
34,54,212
34,201,212
37,49,212
37,51,212
39,44,212
46,53,212
46,201,212
47,50,212
48,201,212
49,51,212
50,120,212
59,64,212
59,110,212
65,127,212
75,242,212
97,116,212
100,111,212
100,113,212
115,232,212
117,127,212
118,223,212
119,217,212
121,205,212
123,145,212
123,210,212
128,213,212
136,140,212
139,227,212
141,142,212
141,171,212
145,217,212
145,221,212
185,186,212
197,222,212
208,216,212
214,218,212
216,217,212
7,23,213
8,44,213
9,30,213
9,62,213
13,35,213
14,39,213
19,26,213
30,37,213
30,62,213
32,42,213
34,46,213
37,51,213
37,190,213
39,44,213
46,54,213
46,190,213
48,201,213
50,120,213
59,64,213
67,122,213
84,206,213
93,205,213
97,99,213
97,116,213
100,113,213
115,236,213
118,131,213
118,223,213
121,205,213
121,212,213
131,150,213
131,223,213
141,171,213
156,163,213
160,165,213
164,181,213
197,222,213
205,210,213
214,218,213
2,4,214
7,18,214
8,72,214
9,30,214
9,62,214
10,18,214
11,14,214
11,23,214
13,35,214
14,29,214
14,33,214
14,39,214
18,33,214
19,26,214
22,29,214
28,40,214
29,33,214
29,39,214
30,62,214
33,39,214
34,53,214
37,190,214
48,201,214
51,190,214
59,64,214
64,110,214
79,84,214
79,231,214
93,121,214
93,145,214
93,205,214
93,217,214
100,113,214
107,115,214
107,236,214
115,236,214
118,223,214
121,131,214
121,212,214
121,217,214
131,217,214
155,173,214
156,163,214
164,177,214
169,177,214
173,181,214
197,222,214
205,217,214
214,218,214
224,228,214
1,40,215
2,36,215
4,36,215
6,15,215
7,201,215
8,23,215
9,62,215
10,33,215
12,30,215
13,35,215
19,26,215
21,49,215
22,39,215
23,33,215
23,39,215
28,40,215
30,32,215
33,39,215
33,68,215
34,48,215
37,190,215
39,68,215
46,48,215
59,64,215
79,84,215
93,210,215
97,116,215
99,170,215
107,236,215
115,236,215
116,147,215
118,223,215
121,131,215
121,212,215
125,219,215
131,145,215
131,205,215
131,217,215
134,198,215
148,189,215
155,177,215
156,163,215
163,174,215
164,173,215
173,181,215
197,222,215
205,217,215
214,218,215
221,223,215
2,44,216
4,16,216
4,24,216
5,71,216
6,20,216
8,22,216
8,68,216
11,68,216
13,35,216
14,68,216
19,26,216
21,40,216
29,36,216
32,42,216
36,39,216
36,68,216
37,190,216
38,49,216
48,201,216
57,69,216
59,64,216
79,84,216
93,121,216
93,131,216
93,210,216
93,217,216
97,99,216
97,116,216
100,113,216
106,112,216
107,161,216
118,223,216
121,205,216
131,205,216
139,223,216
155,173,216
155,177,216
164,173,216
197,222,216
214,218,216
235,238,216
2,4,217
2,7,217
2,11,217
2,36,217
4,36,217
7,68,217
8,23,217
9,30,217
9,62,217
11,14,217
16,24,217
16,33,217
18,68,217
19,26,217
21,46,217
22,23,217
29,68,217
30,62,217
33,36,217
34,201,217
36,68,217
37,190,217
38,50,217
38,120,217
41,49,217
46,62,217
46,201,217
49,201,217
50,120,217
59,64,217
79,84,217
97,99,217
97,116,217
116,147,217
121,205,217
121,212,217
134,198,217
141,171,217
197,222,217
2,4,218
3,42,218
4,36,218
5,6,218
6,20,218
7,23,218
9,30,218
9,35,218
9,62,218
10,29,218
12,31,218
14,36,218
19,26,218
21,31,218
24,44,218
30,32,218
30,62,218
34,46,218
34,48,218
34,201,218
37,190,218
46,201,218
48,54,218
49,201,218
50,120,218
51,190,218
59,64,218
79,84,218
97,99,218
97,116,218
99,170,218
115,147,218
119,217,218
131,216,218
145,221,218
156,174,218
197,222,218
219,227,218
2,39,219
9,62,219
10,29,219
12,31,219
18,44,219
19,26,219
20,26,219
22,23,219
22,72,219
23,68,219
29,36,219
29,68,219
30,32,219
34,46,219
34,201,219
35,62,219
37,51,219
37,190,219
45,190,219
46,201,219
48,54,219
51,190,219
54,201,219
59,64,219
67,117,219
79,84,219
107,161,219
115,147,219
119,217,219
121,205,219
141,171,219
156,174,219
157,165,219
197,222,219
2,29,220
2,68,220
3,42,220
4,20,220
4,32,220
6,16,220
7,18,220
7,39,220
7,44,220
9,62,220
11,18,220
11,36,220
11,44,220
12,31,220
18,44,220
19,26,220
24,33,220
24,39,220
25,32,220
29,33,220
34,46,220
34,54,220
34,201,220
37,51,220
37,190,220
39,68,220
39,72,220
46,54,220
46,201,220
48,54,220
50,201,220
51,190,220
56,127,220
59,64,220
64,117,220
65,110,220
67,140,220
68,72,220
79,84,220
97,116,220
97,147,220
107,161,220
107,232,220
119,217,220
131,221,220
134,198,220
141,171,220
150,213,220
156,174,220
197,222,220
206,240,220
1,21,221
2,6,221
2,20,221
2,23,221
2,68,221
4,22,221
4,23,221
4,68,221
6,20,221
8,14,221
8,24,221
9,27,221
9,62,221
12,31,221
18,24,221
18,33,221
18,36,221
18,44,221
22,39,221
25,39,221
27,62,221
29,39,221
30,190,221
31,36,221
33,44,221
37,190,221
50,120,221
54,190,221
57,58,221
64,136,221
65,110,221
65,124,221
76,206,221
76,240,221
79,84,221
79,231,221
97,99,221
97,116,221
100,113,221
107,232,221
119,217,221
121,145,221
121,212,221
123,210,221
131,221,221
150,213,221
156,174,221
184,195,221
197,222,221
1,5,222
2,20,222
2,22,222
3,71,222
4,68,222
5,19,222
5,21,222
6,36,222
9,27,222
9,62,222
10,16,222
13,35,222
17,94,222
19,26,222
20,23,222
21,40,222
23,68,222
24,39,222
27,62,222
32,68,222
33,68,222
34,46,222
34,201,222
37,48,222
40,71,222
45,190,222
46,190,222
46,201,222
54,190,222
57,58,222
59,138,222
65,110,222
79,84,222
93,121,222
97,99,222
100,113,222
107,236,222
117,122,222
119,217,222
131,208,222
131,221,222
136,138,222
150,213,222
156,163,222
156,174,222
164,179,222
197,222,222
224,228,222
2,6,223
4,7,223
4,36,223
5,42,223
6,16,223
7,36,223
9,30,223
9,62,223
10,20,223
13,19,223
13,35,223
16,23,223
20,24,223
21,46,223
22,24,223
22,72,223
30,62,223
37,48,223
37,190,223
40,71,223
48,190,223
51,190,223
54,190,223
56,124,223
58,110,223
67,117,223
67,122,223
79,84,223
79,231,223
110,127,223
112,147,223
118,221,223
118,223,223
121,212,223
131,221,223
132,149,223
145,221,223
155,173,223
156,174,223
157,164,223
166,167,223
197,222,223
219,227,223
2,6,224
2,23,224
3,19,224
3,62,224
4,20,224
4,24,224
4,39,224
9,30,224
9,62,224
10,24,224
10,25,224
13,35,224
14,17,224
14,31,224
14,68,224
17,68,224
19,44,224
21,40,224
21,48,224
21,201,224
37,45,224
37,51,224
37,190,224
38,120,224
46,48,224
46,71,224
46,190,224
56,61,224
57,58,224
61,65,224
67,117,224
71,190,224
79,84,224
81,235,224
86,199,224
97,116,224
107,232,224
111,113,224
113,147,224
118,223,224
119,217,224
121,212,224
123,145,224
124,127,224
124,140,224
131,221,224
156,174,224
157,164,224
197,222,224
4,6,225
4,16,225
5,42,225
6,16,225
6,20,225
8,22,225
9,30,225
9,62,225
10,29,225
12,35,225
17,24,225
17,72,225
19,26,225
23,36,225
24,72,225
30,62,225
30,71,225
34,54,225
34,71,225
37,51,225
37,190,225
38,120,225
45,51,225
47,71,225
48,54,225
48,201,225
51,190,225
52,180,225
56,63,225
56,65,225
56,127,225
57,58,225
59,64,225
61,65,225
61,136,225
64,136,225
65,124,225
65,127,225
66,70,225
67,122,225
79,84,225
81,235,225
86,199,225
97,99,225
97,116,225
98,114,225
103,111,225
116,241,225
118,223,225
123,145,225
156,174,225
157,164,225
197,222,225
214,225,225
2,20,226
2,23,226
4,30,226
5,21,226
6,20,226
6,72,226
8,33,226
9,30,226
9,62,226
12,35,226
13,19,226
13,35,226
14,46,226
14,48,226
15,16,226
19,26,226
27,72,226
28,34,226
33,44,226
34,46,226
37,45,226
37,51,226
37,190,226
45,51,226
45,190,226
46,48,226
51,190,226
54,201,226
58,117,226
61,136,226
65,127,226
67,122,226
79,84,226
86,199,226
102,105,226
109,116,226
115,147,226
155,158,226
155,173,226
156,174,226
157,164,226
157,181,226
197,222,226
1,21,227
2,17,227
2,72,227
4,30,227
6,16,227
10,14,227
10,29,227
10,31,227
13,35,227
15,16,227
17,72,227
19,26,227
34,47,227
34,48,227
34,54,227
35,36,227
37,45,227
37,51,227
37,190,227
41,49,227
45,51,227
46,201,227
48,54,227
56,127,227
58,110,227
59,136,227
61,122,227
79,84,227
86,199,227
89,91,227
94,101,227
97,116,227
99,116,227
103,113,227
107,236,227
108,113,227
113,147,227
118,223,227
121,205,227
136,138,227
141,233,227
150,219,227
156,163,227
156,174,227
157,164,227
157,181,227
164,179,227
166,168,227
184,233,227
197,222,227
217,224,227
1,5,228
3,21,228
3,47,228
5,34,228
5,201,228
6,22,228
9,30,228
9,68,228
10,23,228
13,35,228
13,36,228
15,16,228
17,72,228
23,24,228
24,27,228
24,29,228
31,48,228
31,72,228
33,48,228
34,71,228
35,36,228
37,190,228
40,42,228
46,201,228
56,127,228
58,59,228
58,117,228
59,117,228
60,73,228
60,136,228
79,84,228
89,91,228
95,105,228
96,108,228
97,99,228
97,116,228
100,109,228
103,113,228
108,113,228
115,236,228
118,223,228
119,217,228
126,160,228
136,138,228
156,163,228
156,174,228
157,164,228
163,174,228
164,179,228
197,222,228
224,228,228
235,238,228
2,6,229
4,30,229
6,20,229
8,68,229
9,62,229
11,24,229
11,44,229
13,35,229
14,68,229
15,16,229
17,27,229
18,33,229
18,44,229
24,33,229
26,36,229
29,33,229
34,46,229
34,48,229
34,71,229
34,201,229
38,49,229
46,201,229
48,201,229
58,136,229
59,67,229
59,117,229
59,122,229
60,73,229
67,117,229
95,232,229
96,108,229
97,116,229
103,113,229
105,232,229
106,112,229
106,232,229
107,232,229
108,113,229
115,236,229
117,122,229
118,223,229
121,123,229
126,174,229
131,208,229
136,138,229
141,233,229
156,174,229
157,164,229
235,238,229
1,201,230
4,30,230
5,54,230
6,22,230
7,23,230
9,10,230
9,62,230
11,24,230
13,35,230
15,16,230
16,27,230
18,20,230
18,29,230
18,33,230
24,25,230
24,39,230
26,36,230
33,44,230
33,62,230
37,190,230
38,55,230
40,48,230
49,53,230
51,190,230
56,58,230
56,65,230
66,110,230
67,117,230
70,110,230
71,201,230
80,91,230
81,238,230
95,104,230
97,116,230
97,241,230
101,196,230
106,236,230
107,232,230
107,236,230
115,236,230
131,208,230
136,138,230
139,227,230
156,174,230
157,164,230
162,167,230
197,222,230
224,228,230
2,6,231
3,5,231
4,9,231
4,30,231
4,37,231
6,29,231
6,68,231
7,23,231
8,72,231
9,30,231
9,31,231
9,62,231
13,35,231
14,22,231
15,16,231
19,26,231
20,42,231
29,39,231
34,46,231
37,190,231
38,53,231
38,55,231
39,68,231
41,49,231
49,53,231
59,136,231
66,70,231
66,110,231
67,117,231
70,110,231
84,231,231
97,116,231
100,113,231
101,196,231
105,112,231
107,232,231
108,113,231
121,205,231
123,145,231
128,213,231
143,216,231
157,164,231
162,166,231
179,181,231
197,222,231
1,34,232
2,16,232
2,17,232
2,29,232
2,72,232
3,21,232
5,71,232
5,201,232
6,22,232
7,23,232
8,68,232
9,37,232
11,72,232
15,16,232
17,20,232
20,27,232
21,46,232
24,72,232
25,68,232
26,180,232
28,33,232
29,44,232
29,72,232
34,46,232
34,54,232
36,46,232
41,49,232
41,53,232
49,53,232
56,65,232
83,84,232
93,145,232
96,108,232
97,99,232
103,113,232
107,232,232
108,113,232
117,127,232
118,223,232
121,212,232
136,138,232
143,145,232
156,174,232
157,164,232
165,167,232
166,167,232
169,174,232
197,222,232
1,71,233
2,11,233
2,22,233
2,24,233
3,42,233
4,30,233
7,23,233
